Unnamed: 0,year,month,day,hour,PM2.5,temperature,pressure,rain,wind_direction,wind_speed
9890,2014,4.0,17.0,2.0,101.0,13.8,1004.1,0.0,ENE,0.4
9891,2014,4.0,17.0,3.0,89.0,13.5,1004.7,0.0,ESE,0.2
9892,2014,4.0,17.0,4.0,96.0,13.0,1005.1,0.0,SE,0.6
9893,2014,4.0,17.0,5.0,109.0,11.4,1005.4,0.0,WNW,0.6
9894,2014,4.0,17.0,6.0,100.0,11.1,1006.3,0.2,NE,0.7
9895,2014,4.0,17.0,7.0,91.0,11.3,1007.2,0.7,NE,1.9
9896,2014,4.0,17.0,8.0,96.0,11.5,1008.1,1.3,NNE,1.3
9897,2014,4.0,17.0,9.0,107.0,11.4,1008.5,0.2,NE,1.8
9898,2014,4.0,17.0,10.0,104.0,12.2,1008.5,0.0,NNE,1.7
9899,2014,4.0,17.0,11.0,70.0,12.5,1008.1,0.0,NE,1.7
9900,2014,4.0,17.0,12.0,68.0,14.6,1007.5,0.0,NE,2.9
9901,2014,4.0,17.0,13.0,74.0,15.7,1007.2,0.0,NE,1.0
9902,2014,4.0,17.0,14.0,79.0,16.8,1006.5,0.0,ESE,0.9
9903,2014,4.0,17.0,15.0,84.0,17.2,1006.5,0.0,SSW,1.6
9904,2014,4.0,17.0,16.0,103.0,16.7,1006.6,0.0,S,1.4
9905,2014,4.0,17.0,17.0,84.0,16.5,1006.9,0.0,SW,1.7
9906,2014,4.0,17.0,18.0,117.0,15.9,1007.1,0.0,SSE,1.2
9907,2014,4.0,17.0,19.0,130.0,15.9,1008.6,0.0,WSW,1.7
9908,2014,4.0,17.0,20.0,127.0,15.9,1009.5,0.0,SW,1.0
9909,2014,4.0,17.0,21.0,108.0,15.7,1010.5,0.0,W,0.8
9910,2014,4.0,17.0,22.0,109.0,15.4,1010.9,0.0,W,0.9
9911,2014,4.0,17.0,23.0,115.0,15.0,1011,0.0,SSW,0.9
9912,2014,4.0,18.0,0.0,119.0,14.8,1010.9,0.0,SSW,0.6
9913,2014,4.0,18.0,1.0,124.0,14.4,1010.8,0.0,WSW,0.8
9914,2014,4.0,18.0,2.0,159.0,14.3,1011.2,0.0,WSW,1.4
9915,2014,4.0,18.0,3.0,128.0,14.1,1011.7,0.0,WSW,1.0
9916,2014,4.0,18.0,4.0,154.0,13.2,1012.7,0.0,E,0.0
9917,2014,4.0,18.0,5.0,125.0,12.6,1013.2,0.0,N,1.2
9918,2014,4.0,18.0,6.0,148.0,13.4,1013.2,0.0,NE,1.7
9919,2014,4.0,18.0,7.0,134.0,14.6,1014.4,0.0,ENE,1.6
9920,2014,4.0,18.0,8.0,146.0,15.8,1014.7,0.0,E,1.0
9921,2014,4.0,18.0,9.0,126.0,17.1,1015,0.0,SE,0.7
9922,2014,4.0,18.0,10.0,169.0,18.9,1015.2,0.0,NE,1.0
9923,2014,4.0,18.0,11.0,188.0,20.3,1014.7,0.0,SSW,0.9
9924,2014,4.0,18.0,12.0,181.0,20.2,1013.6,0.0,NNE,0.8
9925,2014,4.0,18.0,13.0,181.0,20.9,1012.8,0.0,SSE,2.2
9926,2014,4.0,18.0,14.0,124.0,21.0,1012.4,0.0,SSW,0.7
9927,2014,4.0,18.0,15.0,111.0,20.4,1012.2,0.0,S,1.2
9928,2014,4.0,18.0,16.0,118.0,19.7,1012.4,0.0,SSW,2.1
9929,2014,4.0,18.0,17.0,146.0,18.7,1012.5,0.0,SSW,1.7
9930,2014,4.0,18.0,18.0,165.0,16.9,1013.5,0.0,SSW,2.7
9931,2014,4.0,18.0,19.0,142.0,15.7,1014.9,0.0,SSW,2.3
9932,2014,4.0,18.0,20.0,95.0,15.2,1015.7,0.0,S,2.2
9933,2014,4.0,18.0,21.0,78.0,14.7,1016,0.0,SSW,0.6
9934,2014,4.0,18.0,22.0,75.0,14.6,1016.7,0.0,SSW,1.4
9935,2014,4.0,18.0,23.0,65.0,14.4,1017.1,0.0,S,1.1
9936,2014,4.0,19.0,0.0,66.0,14.1,1017,0.0,SSW,1.0
9937,2014,4.0,19.0,1.0,72.0,13.9,1016.5,0.0,SW,1.7
9938,2014,4.0,19.0,2.0,74.0,13.7,1016.3,0.0,WSW,1.5
9939,2014,4.0,19.0,3.0,76.0,13.5,1015.8,0.0,WSW,1.0
9940,2014,4.0,19.0,4.0,75.0,12.7,1015.4,0.0,SSE,0.6
9941,2014,4.0,19.0,5.0,69.0,13.5,1015.9,0.0,SSE,1.2
9942,2014,4.0,19.0,6.0,61.0,14.1,1016.3,0.0,S,1.5
9943,2014,4.0,19.0,7.0,61.0,13.9,1016.3,0.0,SW,1.8
9944,2014,4.0,19.0,8.0,72.0,14.3,1016,0.0,SW,1.8
9945,2014,4.0,19.0,9.0,73.0,14.6,1016.3,0.0,SW,2.6
9946,2014,4.0,19.0,10.0,63.0,14.5,1016.1,0.0,SW,1.9
9947,2014,4.0,19.0,11.0,57.0,14.3,1015.5,0.0,SSW,1.9
9948,2014,4.0,19.0,12.0,43.0,14.3,1015.5,0.0,S,1.5
9949,2014,4.0,19.0,13.0,43.0,13.6,1015.3,0.0,S,2.3
9950,2014,4.0,19.0,14.0,40.0,14.0,1014.4,0.0,SW,3.0
9951,2014,4.0,19.0,15.0,46.0,14.4,1013.7,0.0,SW,2.6
9952,2014,4.0,19.0,16.0,56.0,14.9,1013.3,0.0,SSW,2.3
9953,2014,4.0,19.0,17.0,63.0,13.9,1012.6,0.0,SW,3.1
9954,2014,4.0,19.0,18.0,60.0,12.6,1012.8,0.0,SSW,2.1
9955,2014,4.0,19.0,19.0,56.0,11.9,1012.7,0.0,SW,1.6
9956,2014,4.0,19.0,20.0,62.0,11.7,1012.9,0.0,SW,1.7
9957,2014,4.0,19.0,21.0,66.0,10.7,1012.8,0.0,SW,1.0
9958,2014,4.0,19.0,22.0,69.0,8.9,1012.8,0.0,WSW,0.0
9959,2014,4.0,19.0,23.0,77.0,9.0,1013.3,0.0,NNE,0.6
9960,2014,4.0,20.0,0.0,85.0,9.9,1013,0.0,NNE,1.6
9961,2014,4.0,20.0,1.0,88.0,9.9,1012.7,0.0,NNE,1.6
9962,2014,4.0,20.0,2.0,121.0,9.3,1012.5,0.0,NNE,0.0
9963,2014,4.0,20.0,3.0,108.0,8.1,1012.1,0.0,SE,0.0
9964,2014,4.0,20.0,4.0,102.0,7.5,1012.7,0.0,E,0.0
9965,2014,4.0,20.0,5.0,101.0,7.4,1012.2,0.0,NNE,0.8
9966,2014,4.0,20.0,6.0,81.0,9.2,1012.9,0.0,NE,1.3
9967,2014,4.0,20.0,7.0,95.0,11.5,1013,0.0,E,0.6
9968,2014,4.0,20.0,8.0,96.0,14.7,1012.8,0.0,NNE,1.7
9969,2014,4.0,20.0,9.0,85.0,16.3,1012.6,0.0,WNW,1.0
9970,2014,4.0,20.0,10.0,63.0,18.0,1012.5,0.0,S,0.7
9971,2014,4.0,20.0,11.0,31.0,19.8,1011.5,0.0,NE,1.3
9972,2014,4.0,20.0,12.0,25.0,20.9,1010.5,0.0,SE,1.2
9973,2014,4.0,20.0,13.0,3.0,21.7,1009.4,0.0,E,1.2
9974,2014,4.0,20.0,14.0,21.0,22.9,1008.5,0.0,ENE,1.3
9975,2014,4.0,20.0,15.0,21.0,22.5,1007.9,0.0,WNW,1.5
9976,2014,4.0,20.0,16.0,42.0,22.4,1007.8,0.0,S,1.7
9977,2014,4.0,20.0,17.0,53.0,20.0,1007.5,0.0,S,1.7
9978,2014,4.0,20.0,18.0,61.0,19.4,1007.8,0.0,SW,2.8
9979,2014,4.0,20.0,19.0,61.0,18.8,1008.9,0.0,SW,4.2
9980,2014,4.0,20.0,20.0,61.0,17.5,1009.6,0.0,SSW,1.3
9981,2014,4.0,20.0,21.0,63.0,15.7,1009.9,0.0,NNE,0.9
9982,2014,4.0,20.0,22.0,65.0,12.7,1009.9,0.0,WSW,0.5
9983,2014,4.0,20.0,23.0,74.0,10.9,1010.5,0.0,WSW,0.0
9984,2014,4.0,21.0,0.0,74.0,10.2,1010.6,0.0,NNE,0.6
9985,2014,4.0,21.0,1.0,84.0,10.1,1010.6,0.0,N,0.1
9986,2014,4.0,21.0,2.0,90.0,9.1,1010.8,0.0,NE,0.7
9987,2014,4.0,21.0,3.0,75.0,8.3,1010.5,0.0,SW,0.0
9988,2014,4.0,21.0,4.0,75.0,7.9,1010.8,0.0,ENE,0.5
9989,2014,4.0,21.0,5.0,75.0,8.2,1011.4,0.0,NE,0.8
9990,2014,4.0,21.0,6.0,75.0,11.7,1011.9,0.0,NE,1.1
9991,2014,4.0,21.0,7.0,69.0,15.7,1012.1,0.0,ENE,1.7
9992,2014,4.0,21.0,8.0,76.0,18.7,1012.2,0.0,ENE,1.4
9993,2014,4.0,21.0,9.0,89.0,21.7,1012.4,0.0,NE,1.3
9994,2014,4.0,21.0,10.0,52.0,22.4,1012,0.0,ENE,1.9
9995,2014,4.0,21.0,11.0,60.0,24.1,1011.3,0.0,N,1.8
9996,2014,4.0,21.0,12.0,28.0,22.8,1010.4,0.0,W,1.9
9997,2014,4.0,21.0,13.0,27.0,23.8,1009.5,0.0,WSW,3.5
9998,2014,4.0,21.0,14.0,24.0,22.5,1008.2,0.0,WSW,2.7
9999,2014,4.0,21.0,15.0,33.0,24.1,1007.6,0.0,SW,3.4
10000,2014,4.0,21.0,16.0,35.0,23.4,1007.5,0.0,SW,2.6
10001,2014,4.0,21.0,17.0,44.0,22.4,1007.9,0.0,SW,2.5
10002,2014,4.0,21.0,18.0,39.0,21.3,1008,0.0,SW,2.7
10003,2014,4.0,21.0,19.0,74.0,19.5,1008.8,0.0,SSW,1.3
10004,2014,4.0,21.0,20.0,39.0,18.8,1009.4,0.0,WSW,1.7
10005,2014,4.0,21.0,21.0,53.0,14.2,1009.4,0.0,NNW,1.0
10006,2014,4.0,21.0,22.0,51.0,12.3,1009.9,0.0,W,0.0
10007,2014,4.0,21.0,23.0,58.0,11.2,1010.3,0.0,W,0.0
10008,2014,4.0,22.0,0.0,70.0,10.2,1010.4,0.0,ENE,0.5
10009,2014,4.0,22.0,1.0,70.0,9.1,1010.2,0.0,W,0.0
10010,2014,4.0,22.0,2.0,83.0,8.4,1010.3,0.0,NE,0.5
10011,2014,4.0,22.0,3.0,74.0,7.6,1010.1,0.0,E,0.9
10012,2014,4.0,22.0,4.0,65.0,7.4,1009.7,0.0,E,0.0
10013,2014,4.0,22.0,5.0,75.0,6.9,1010,0.0,NW,0.5
10014,2014,4.0,22.0,6.0,68.0,8.8,1010,0.0,NE,0.8
10015,2014,4.0,22.0,7.0,57.0,14.9,1010.3,0.0,NE,1.3
10016,2014,4.0,22.0,8.0,65.0,19.1,1010.2,0.0,ENE,1.4
10017,2014,4.0,22.0,9.0,56.0,22.0,1010,0.0,ENE,1.5
10018,2014,4.0,22.0,10.0,72.0,23.9,1009.5,0.0,SW,1.9
10019,2014,4.0,22.0,11.0,105.0,24.6,1008.3,0.0,SW,3.8
10020,2014,4.0,22.0,12.0,70.0,25.9,1007.2,0.0,SSW,1.6
10021,2014,4.0,22.0,13.0,75.0,26.0,1006.1,0.0,S,2.5
10022,2014,4.0,22.0,14.0,76.0,26.0,1004.9,0.0,SSW,2.9
10023,2014,4.0,22.0,15.0,64.0,26.0,1004,0.0,SW,2.8
10024,2014,4.0,22.0,16.0,64.0,25.2,1003.7,0.0,SSW,3.7
10025,2014,4.0,22.0,17.0,72.0,24.2,1003.7,0.0,SW,2.8
10026,2014,4.0,22.0,18.0,72.0,23.1,1003.8,0.0,SW,4.9
10027,2014,4.0,22.0,19.0,72.0,21.4,1004.6,0.0,SW,2.0
10028,2014,4.0,22.0,20.0,86.0,20.9,1005.3,0.0,SW,2.3
10029,2014,4.0,22.0,21.0,61.0,19.7,1005.1,0.0,SW,2.0
10030,2014,4.0,22.0,22.0,52.0,19.4,1005.2,0.0,SW,2.0
10031,2014,4.0,22.0,23.0,52.0,19.0,1005.4,0.0,SW,1.8
10032,2014,4.0,23.0,0.0,76.0,17.7,1005.3,0.0,WSW,1.5
10033,2014,4.0,23.0,1.0,83.0,15.6,1004.9,0.0,WSW,0.5
10034,2014,4.0,23.0,2.0,86.0,13.1,1005.1,0.0,SW,0.4
10035,2014,4.0,23.0,3.0,94.0,12.5,1004.8,0.0,WSW,0.8
10036,2014,4.0,23.0,4.0,114.0,13.1,1005.1,0.0,SSW,0.0
10037,2014,4.0,23.0,5.0,106.0,12.3,1005.6,0.0,S,0.0
10038,2014,4.0,23.0,6.0,106.0,13.6,1005.7,0.0,S,0.1
10039,2014,4.0,23.0,7.0,123.0,16.4,1006.1,0.0,WNW,1.1
10040,2014,4.0,23.0,8.0,138.0,18.5,1006.3,0.0,SSE,1.4
10041,2014,4.0,23.0,9.0,154.0,20.0,1006.1,0.0,SE,1.6
10042,2014,4.0,23.0,10.0,169.0,21.1,1005.5,0.0,WNW,0.9
10043,2014,4.0,23.0,11.0,193.0,22.5,1004.7,0.0,SSW,1.8
10044,2014,4.0,23.0,12.0,205.0,23.2,1003.8,0.0,SSW,2.4
10045,2014,4.0,23.0,13.0,198.0,23.3,1003.1,0.0,S,1.7
10046,2014,4.0,23.0,14.0,202.0,24.3,1002.3,0.0,S,2.4
10047,2014,4.0,23.0,15.0,177.0,23.0,1001.9,0.0,SW,4.1
10048,2014,4.0,23.0,16.0,159.0,23.2,1001.5,0.0,SSW,2.2
10049,2014,4.0,23.0,17.0,164.0,23.0,1002.2,0.0,SW,2.0
10050,2014,4.0,23.0,18.0,142.0,22.5,1003.7,0.0,SSE,0.5
10051,2014,4.0,23.0,19.0,141.0,21.2,1003.9,0.0,SSW,1.7
10052,2014,4.0,23.0,20.0,126.0,21.4,1005.4,0.0,S,1.7
10053,2014,4.0,23.0,21.0,116.0,20.7,1005,0.0,SW,3.2
10054,2014,4.0,23.0,22.0,89.0,19.9,1005.8,0.0,SSW,2.6
10055,2014,4.0,23.0,23.0,72.0,19.1,1006.3,0.0,S,2.4
10056,2014,4.0,24.0,0.0,77.0,18.2,1006.5,0.0,SSW,2.4
10057,2014,4.0,24.0,1.0,85.0,17.5,1006.6,0.0,S,2.0
10058,2014,4.0,24.0,2.0,85.0,16.7,1006.7,0.0,S,2.0
10059,2014,4.0,24.0,3.0,87.0,16.5,1006.9,0.0,SW,1.8
10060,2014,4.0,24.0,4.0,89.0,16.0,1007.2,0.0,SSW,1.3
10061,2014,4.0,24.0,5.0,89.0,14.4,1007.5,0.0,SW,1.2
10062,2014,4.0,24.0,6.0,95.0,16.7,1008.7,0.0,SSW,1.1
10063,2014,4.0,24.0,7.0,100.0,17.5,1008.9,0.0,SSW,1.2
10064,2014,4.0,24.0,8.0,114.0,17.9,1009.4,0.0,WSW,2.0
10065,2014,4.0,24.0,9.0,114.0,18.2,1010.2,0.0,SSW,1.5
10066,2014,4.0,24.0,10.0,121.0,18.7,1010.2,0.0,SSE,0.8
10067,2014,4.0,24.0,11.0,114.0,19.4,1009.8,0.0,WSW,1.4
10068,2014,4.0,24.0,12.0,123.0,21.4,1009.3,0.0,SSE,2.1
10069,2014,4.0,24.0,13.0,127.0,22.4,1008.4,0.0,SSW,2.6
10070,2014,4.0,24.0,14.0,140.0,23.6,1007.3,0.0,S,2.2
10071,2014,4.0,24.0,15.0,161.0,23.7,1006.8,0.0,S,2.5
10072,2014,4.0,24.0,16.0,177.0,23.7,1006.9,0.0,SSW,2.2
10073,2014,4.0,24.0,17.0,162.0,23.3,1007,0.0,SSW,2.0
10074,2014,4.0,24.0,18.0,139.0,22.6,1008,0.0,SSW,1.3
10075,2014,4.0,24.0,19.0,134.0,21.2,1009.1,0.0,SSW,1.2
10076,2014,4.0,24.0,20.0,121.0,18.9,1009.6,0.0,SW,0.7
10077,2014,4.0,24.0,21.0,122.0,17.2,1010.2,0.0,SSW,0.8
10078,2014,4.0,24.0,22.0,127.0,17.2,1010.1,0.0,SE,1.2
10079,2014,4.0,24.0,23.0,138.0,18.5,1010.5,0.0,W,0.6
10080,2014,4.0,25.0,0.0,149.0,16.4,1010.3,0.0,E,0.0
10081,2014,4.0,25.0,1.0,147.0,15.5,1010.2,0.0,SE,0.0
10082,2014,4.0,25.0,2.0,146.0,15.0,1010,0.0,WNW,0.4
10083,2014,4.0,25.0,3.0,141.0,14.6,1010.3,0.0,NE,1.7
10084,2014,4.0,25.0,4.0,141.0,14.5,1010.8,0.0,ENE,0.8
10085,2014,4.0,25.0,5.0,150.0,14.2,1011.2,0.0,NE,1.1
10086,2014,4.0,25.0,6.0,149.0,15.6,1011.4,0.0,NE,1.0
10087,2014,4.0,25.0,7.0,152.0,17.4,1011.9,0.0,ENE,0.9
10088,2014,4.0,25.0,8.0,164.0,19.2,1012.1,0.0,NE,1.7
10089,2014,4.0,25.0,9.0,152.0,20.6,1012.5,0.0,N,1.8
10090,2014,4.0,25.0,10.0,177.0,22.2,1012.1,0.0,NE,1.2
10091,2014,4.0,25.0,11.0,207.0,24.0,1011.6,0.0,S,0.7
10092,2014,4.0,25.0,12.0,207.0,24.9,1010.8,0.0,SW,2.5
10093,2014,4.0,25.0,13.0,192.0,26.2,1010.1,0.0,WSW,3.6
10094,2014,4.0,25.0,14.0,199.0,25.6,1009.6,0.0,SW,2.9
10095,2014,4.0,25.0,15.0,145.0,24.2,1009.3,0.0,N,2.5
10096,2014,4.0,25.0,16.0,94.0,23.2,1009.3,0.0,N,2.5
10097,2014,4.0,25.0,17.0,80.0,21.4,1009.6,0.0,NNE,1.8
10098,2014,4.0,25.0,18.0,112.0,20.2,1009.9,0.0,NE,2.1
10099,2014,4.0,25.0,19.0,99.0,18.3,1011.3,0.0,N,2.9
10100,2014,4.0,25.0,20.0,115.0,16.6,1012.5,0.6,N,1.7
10101,2014,4.0,25.0,21.0,118.0,13.5,1013.7,2.9,NE,1.7
10102,2014,4.0,25.0,22.0,113.0,12.8,1013.5,2.8,NNE,2.1
10103,2014,4.0,25.0,23.0,110.0,12.4,1013.3,1.1,NE,1.4
10104,2014,4.0,26.0,0.0,64.0,12.1,1013.5,0.7,NE,1.6
10105,2014,4.0,26.0,1.0,31.0,11.9,1013.2,0.9,ENE,1.2
10106,2014,4.0,26.0,2.0,25.0,11.7,1013.4,0.5,E,1.1
10107,2014,4.0,26.0,3.0,23.0,11.5,1013.8,0.1,NE,1.9
10108,2014,4.0,26.0,4.0,27.0,11.7,1014.2,0.0,NE,1.4
10109,2014,4.0,26.0,5.0,23.0,11.8,1014.8,0.0,E,1.0
10110,2014,4.0,26.0,6.0,20.0,11.9,1015.2,0.0,ENE,1.3
10111,2014,4.0,26.0,7.0,22.0,14.3,1015.5,0.0,NE,1.6
10112,2014,4.0,26.0,8.0,27.0,17.0,1015.8,0.0,NE,3.0
10113,2014,4.0,26.0,9.0,29.0,18.7,1016,0.0,NNE,2.4
10114,2014,4.0,26.0,10.0,46.0,19.8,1015.6,0.0,NNE,3.1
10115,2014,4.0,26.0,11.0,264.0,20.6,1015.2,0.0,NNE,2.5
10116,2014,4.0,26.0,12.0,199.0,21.5,1014.9,0.0,N,2.9
10117,2014,4.0,26.0,13.0,199.0,22.5,1014.3,0.0,NNW,2.2
10119,2014,4.0,26.0,15.0,124.0,23.6,1012.7,0.0,N,2.6
10120,2014,4.0,26.0,16.0,124.0,23.3,1012.8,0.0,N,1.6
10185,2014,4.0,29.0,9.0,121.0,20.4,1009.9,0.0,ENE,1.7
10186,2014,4.0,29.0,10.0,124.0,21.9,1009.1,0.0,NNE,1.0
10187,2014,4.0,29.0,11.0,133.0,23.6,1007.8,0.0,SE,0.6
10188,2014,4.0,29.0,12.0,130.0,24.6,1007,0.0,WSW,1.9
10189,2014,4.0,29.0,13.0,111.0,26.2,1005.9,0.0,SW,3.2
10190,2014,4.0,29.0,14.0,110.0,26.4,1004.7,0.0,SW,2.7
10191,2014,4.0,29.0,15.0,139.0,26.6,1004,0.0,SSW,2.1
10192,2014,4.0,29.0,16.0,131.0,25.7,1003.7,0.0,SW,2.6
10193,2014,4.0,29.0,17.0,96.0,24.4,1003.5,0.0,SSW,2.5
10194,2014,4.0,29.0,18.0,80.0,23.3,1003.8,0.0,SSW,2.3
10195,2014,4.0,29.0,19.0,110.0,22.2,1004.2,0.0,SW,2.3
10196,2014,4.0,29.0,20.0,98.0,21.4,1004.7,0.0,SW,2.4
10197,2014,4.0,29.0,21.0,108.0,20.5,1004.8,0.0,SSW,1.7
10198,2014,4.0,29.0,22.0,105.0,20.3,1004.8,0.0,SW,2.5
10201,2014,4.0,30.0,1.0,61.0,16.5,1004.6,0.0,SSW,0.5
10202,2014,4.0,30.0,2.0,98.0,13.8,1004,0.0,SW,0.1
10203,2014,4.0,30.0,3.0,99.0,12.8,1003.9,0.0,W,0.2
10204,2014,4.0,30.0,4.0,112.0,12.8,1004,0.0,NE,0.5
10205,2014,4.0,30.0,5.0,110.0,12.6,1004.4,0.0,E,0.1
10206,2014,4.0,30.0,6.0,114.0,14.7,1005.1,0.0,NNE,1.6
10207,2014,4.0,30.0,7.0,116.0,17.0,1005.2,0.0,NNE,1.5
10208,2014,4.0,30.0,8.0,149.0,19.8,1005.2,0.0,ENE,1.2
10209,2014,4.0,30.0,9.0,161.0,21.7,1005.1,0.0,WSW,0.7
10210,2014,4.0,30.0,10.0,169.0,23.5,1004.9,0.0,WSW,1.6
10211,2014,4.0,30.0,11.0,184.0,25.1,1003.8,0.0,SW,2.8
10212,2014,4.0,30.0,12.0,185.0,26.0,1002.9,0.0,SW,2.6
10213,2014,4.0,30.0,13.0,152.0,26.9,1002.3,0.0,SSW,2.3
10214,2014,4.0,30.0,14.0,135.0,27.6,1001.5,0.0,SSW,2.6
10215,2014,4.0,30.0,15.0,143.0,27.5,1000.8,0.0,SW,3.5
10216,2014,4.0,30.0,16.0,127.0,26.7,1000.5,0.0,SSW,3.5
10217,2014,4.0,30.0,17.0,110.0,25.7,1000.6,0.0,SSW,2.6
10218,2014,4.0,30.0,18.0,105.0,24.4,1001,0.0,SW,2.7
10219,2014,4.0,30.0,19.0,114.0,23.7,1001.4,0.0,SSW,1.8
10220,2014,4.0,30.0,20.0,92.0,22.8,1002.1,0.0,SW,1.6
10221,2014,4.0,30.0,21.0,89.0,22.2,1002.2,0.0,SW,1.8
10222,2014,4.0,30.0,22.0,85.0,21.4,1002.2,0.0,SW,2.0
10223,2014,4.0,30.0,23.0,88.0,20.9,1002.2,0.0,SW,1.8
10224,2014,5.0,1.0,0.0,101.0,17.7,1002.3,0.0,SW,1.5
10225,2014,5.0,1.0,1.0,105.0,19.1,1002,0.0,SW,1.9
10226,2014,5.0,1.0,2.0,113.0,16.7,1001.9,0.0,WSW,0.7
10227,2014,5.0,1.0,3.0,118.0,15.1,1001.9,0.0,SW,0.0
10228,2014,5.0,1.0,4.0,130.0,14.6,1002.3,0.0,SSW,0.0
10229,2014,5.0,1.0,5.0,140.0,14.4,1002.8,0.0,NNE,0.4
10230,2014,5.0,1.0,6.0,142.0,15.8,1003.4,0.0,NE,1.1
10231,2014,5.0,1.0,7.0,149.0,18.3,1003.6,0.0,NNE,1.4
10232,2014,5.0,1.0,8.0,138.0,20.5,1002.9,0.0,N,1.4
10233,2014,5.0,1.0,9.0,157.0,21.8,1003.4,0.0,SSW,0.7
10234,2014,5.0,1.0,10.0,181.0,23.7,1002.6,0.0,S,1.8
10235,2014,5.0,1.0,11.0,166.0,25.1,1001.5,0.0,SW,2.8
10236,2014,5.0,1.0,12.0,156.0,25.2,1000.4,0.0,SSW,3.8
10237,2014,5.0,1.0,13.0,162.0,25.9,999.4,0.0,SW,3.7
10238,2014,5.0,1.0,14.0,154.0,25.6,999.1,0.0,SSW,2.0
10239,2014,5.0,1.0,15.0,164.0,25.6,998.6,0.0,SW,3.5
10240,2014,5.0,1.0,16.0,168.0,24.0,1000.3,0.0,N,4.4
10241,2014,5.0,1.0,17.0,162.0,16.3,1001.4,2.5,NE,1.2
10242,2014,5.0,1.0,18.0,114.0,20.6,1002.1,0.0,N,4.5
10243,2014,5.0,1.0,19.0,67.0,17.6,1003.9,0.0,NNE,4.9
10244,2014,5.0,1.0,20.0,96.0,16.5,1005.7,0.0,N,2.5
10245,2014,5.0,1.0,21.0,52.0,15.4,1005.9,0.0,NE,4.4
10246,2014,5.0,1.0,22.0,47.0,14.6,1007,0.0,NNE,5.0
10247,2014,5.0,1.0,23.0,38.0,14.3,1007.3,0.0,NNE,4.0
10248,2014,5.0,2.0,0.0,51.0,13.6,1007.3,0.0,NNE,1.8
10249,2014,5.0,2.0,1.0,48.0,13.0,1007.2,0.0,N,3.8
10250,2014,5.0,2.0,2.0,41.0,12.8,1007.1,0.0,N,3.5
10251,2014,5.0,2.0,3.0,36.0,13.0,1007.2,0.0,N,3.1
10252,2014,5.0,2.0,4.0,36.0,13.5,1008.3,0.0,N,4.7
10253,2014,5.0,2.0,5.0,33.0,13.2,1009,0.0,N,4.1
10254,2014,5.0,2.0,6.0,28.0,13.1,1010.2,0.0,N,5.1
10255,2014,5.0,2.0,7.0,29.0,13.8,1010.9,0.0,N,5.0
10256,2014,5.0,2.0,8.0,36.0,15.4,1011.8,0.0,N,5.4
10257,2014,5.0,2.0,9.0,65.0,17.1,1012.6,0.0,N,4.6
10258,2014,5.0,2.0,10.0,66.0,18.9,1012.5,0.0,N,2.2
10259,2014,5.0,2.0,11.0,57.0,20.3,1011.6,0.0,NNW,3.9
10260,2014,5.0,2.0,12.0,62.0,21.6,1010.5,0.0,W,1.4
10261,2014,5.0,2.0,13.0,57.0,22.6,1009.5,0.0,NE,1.4
10262,2014,5.0,2.0,14.0,57.0,20.9,1010.1,0.0,NW,3.7
10263,2014,5.0,2.0,15.0,51.0,21.3,1009.7,0.0,NW,2.3
10264,2014,5.0,2.0,16.0,36.0,19.9,1011,0.0,NNW,1.1
10265,2014,5.0,2.0,17.0,28.0,15.9,1011.5,0.1,W,2.1
10266,2014,5.0,2.0,18.0,21.0,15.8,1011.8,0.0,W,0.9
10267,2014,5.0,2.0,19.0,12.0,13.1,1012.3,0.0,WNW,0.0
10268,2014,5.0,2.0,20.0,18.0,12.8,1012.8,0.0,SSW,1.0
10269,2014,5.0,2.0,21.0,17.0,11.6,1012.4,0.0,SSW,0.6
10270,2014,5.0,2.0,22.0,30.0,10.2,1012.2,0.0,SW,0.7
10271,2014,5.0,2.0,23.0,26.0,9.8,1011.9,0.0,WSW,0.1
10272,2014,5.0,3.0,0.0,50.0,11.5,1011.6,0.0,W,0.6
10273,2014,5.0,3.0,1.0,43.0,9.7,1010.6,0.0,NNE,0.1
10274,2014,5.0,3.0,2.0,62.0,8.5,1010.1,0.0,N,0.0
10275,2014,5.0,3.0,3.0,42.0,7.9,1009.5,0.0,NNE,0.1
10276,2014,5.0,3.0,4.0,36.0,8.3,1009.2,0.0,NE,0.7
10277,2014,5.0,3.0,5.0,33.0,8.9,1008.8,0.0,ENE,1.1
10278,2014,5.0,3.0,6.0,56.0,10.5,1008.4,0.0,NE,1.2
10279,2014,5.0,3.0,7.0,55.0,12.8,1007.9,0.0,ENE,1.7
10280,2014,5.0,3.0,8.0,59.0,15.8,1006.5,0.0,NNW,1.5
10281,2014,5.0,3.0,9.0,76.0,19.2,1005.2,0.0,S,1.3
10282,2014,5.0,3.0,10.0,91.0,22.4,1003.6,0.0,S,3.5
10283,2014,5.0,3.0,11.0,99.0,23.0,1001.4,0.0,SW,6.2
10284,2014,5.0,3.0,12.0,87.0,22.1,1002.6,0.0,WSW,9.1
10285,2014,5.0,3.0,13.0,98.0,20.9,1002.8,0.0,N,1.7
10286,2014,5.0,3.0,14.0,65.0,21.7,1002.6,0.0,N,3.2
10287,2014,5.0,3.0,15.0,43.0,22.0,1003.3,0.0,NNW,5.2
